行 ID, 订单 ID, 订单日期, 邮寄方式, 客户 ID, 客户名称, 细分, 城市, 省/自治区, 国家, 地区, 产品 ID, 类别, 子类别, 产品名称, 销售额, 数量, 折扣, 利润
2031.0, CN-2018-4111983, 43270.0, 一级, 吕君-15250, 吕君, 消费者, 黄山, 安徽, 中国, 华东, 办公用-装订-10002707, 办公用品, 装订机, Ibico 标签, 耐用, 131.16000000000003, 10.0, 0.0, 19.32
2032.0, CN-2017-2979175, 43056.0, 标准级, 邓保-10375, 邓保, 消费者, 天津, 天津, 中国, 华北, 办公用-信封-10004832, 办公用品, 信封, Kraft 商业信封, 银色, 649.44, 15.0, 0.0, 251.85999999999999
2033.0, CN-2017-2979175, 43056.0, 标准级, 邓保-10375, 邓保, 消费者, 天津, 天津, 中国, 华北, 家具-椅子-10000979, 家具, 椅子, Hon 凳子, 可调, 7011.880000000001, 17.0, 0.0, 2162.16
2034.0, CN-2017-2979175, 43056.0, 标准级, 邓保-10375, 邓保, 消费者, 天津, 天津, 中国, 华北, 办公用-器具-10001372, 办公用品, 器具, Cuisinart 炉灶, 黑色, 5052.72, 10.0, 0.0, 551.88
2035.0, CN-2019-2210906, 43620.0, 标准级, 涂辉-12655, 涂辉, 小型企业, 通辽, 内蒙古, 中国, 华北, 技术-复印-10000956, 技术, 复印机, Hewlett 墨水, 每套两件, 1699.2159999999997, 12.0, 0.37, -111.10400000000004
2036.0, CN-2019-2210906, 43620.0, 标准级, 涂辉-12655, 涂辉, 小型企业, 通辽, 内蒙古, 中国, 华北, 家具-用具-10001511, 家具, 用具, Eldon 闹钟, 耐用, 483.81999999999994, 11.0, 0.37, -172.62
2037.0, CN-2019-2210906, 43620.0, 标准级, 涂辉-12655, 涂辉, 小型企业, 通辽, 内蒙古, 中国, 华北, 办公用-信封-10004944, 办公用品, 信封, Cameo 外皮和封条, 回收, 126.39999999999999, 9.0, 0.0, 26.74
2038.0, CN-2019-2210906, 43620.0, 标准级, 涂辉-12655, 涂辉, 小型企业, 通辽, 内蒙古, 中国, 华北, 办公用-纸张-10004087, 办公用品, 纸张, Eaton 计划信息表, 回收, 320.85999999999996, 11.0, 0.0, 25.619999999999997
2039.0, CN-2017-1363241, 42914.0, 标准级, 范晒-19780, 范晒明, 消费者, 桂林, 广西, 中国, 中南, 技术-电话-10002475, 技术, 电话, 诺基亚 办公室电话机, 全尺寸, 1583.8000000000002, 13.0, 0.0, 480.20000000000005
2040.0, US-2016-1924488, 42450.0, 标准级, 邵黎-16405, 邵黎明, 小型企业, 营口, 辽宁, 中国, 东北, 办公用-器具-10003822, 办公用品, 器具, KitchenAid 咖啡研磨机, 红色, 823.2639999999999, 12.0, 0.37, -381.6959999999999
2041.0, US-2016-2199283, 42601.0, 当日, 秦宁-18670, 秦宁, 消费者, 大连, 辽宁, 中国, 东北, 办公用-用品-10001876, 办公用品, 用品, Stiletto 大剪刀, 钢, 166.972, 9.0, 0.37, -75.48800000000003
2042.0, CN-2019-5510381, 43610.0, 标准级, 陈娟-15100, 陈娟, 消费者, 蔡甸, 湖北, 中国, 中南, 办公用-器具-10001602, 办公用品, 器具, Hoover 微波炉, 银色, 1766.5839999999998, 10.0, 0.37, -808.6960000000001
2043.0, CN-2019-1510100, 43611.0, 标准级, 巩辉-12595, 巩辉, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-收纳-10003808, 办公用品, 收纳具, Fellowes 盘, 蓝色, 3515.66, 21.0, 0.0, 798.9799999999999
2044.0, CN-2019-1313540, 43680.0, 标准级, 韩凤-12820, 韩凤, 小型企业, 吴川, 广东, 中国, 中南, 办公用-收纳-10001690, 办公用品, 收纳具, Eldon 搁板, 蓝色, 1841.68, 16.0, 0.0, 216.16
2045.0, CN-2018-5592498, 43333.0, 一级, 顾升-20125, 顾升, 小型企业, 佳木斯, 黑龙江, 中国, 东北, 办公用-标签-10000647, 办公用品, 标签, Novimex 运输标签, 耐用, 246.24, 12.0, 0.0, 95.2
2046.0, CN-2018-5592498, 43333.0, 一级, 顾升-20125, 顾升, 小型企业, 佳木斯, 黑龙江, 中国, 东北, 家具-用具-10001578, 家具, 用具, Deflect-O 闹钟, 一包多件, 1679.42, 15.0, 0.0, 723.24
2047.0, CN-2018-5592498, 43333.0, 一级, 顾升-20125, 顾升, 小型企业, 佳木斯, 黑龙江, 中国, 东北, 办公用-装订-10001062, 办公用品, 装订机, Acco 订书机, 回收, 2194.8999999999996, 17.0, 0.0, 496.43999999999994
2048.0, CN-2018-1381339, 43387.0, 标准级, 巩达-11770, 巩达侠, 消费者, 汕头, 广东, 中国, 中南, 技术-设备-10003240, 技术, 设备, 爱普生 电话, 红色, 1127.68, 11.0, 0.0, 87.36
2049.0, CN-2016-2575295, 42390.0, 二级, 马雯-21760, 马雯, 公司, 珲春, 吉林, 中国, 东北, 办公用-收纳-10001262, 办公用品, 收纳具, Eldon 搁板, 金属, 477.24, 10.0, 0.0, 124.03999999999999
2050.0, CN-2018-4180783, 43125.0, 一级, 涂丽-15955, 涂丽, 消费者, 武汉, 湖北, 中国, 中南, 办公用-系固-10003317, 办公用品, 系固件, Accos 夹子, 金属, 143.20000000000002, 10.0, 0.37, 18.19999999999999
2051.0, CN-2017-1086295, 42970.0, 标准级, 秦刚-13075, 秦刚, 公司, 辽源, 吉林, 中国, 东北, 家具-用具-10003967, 家具, 用具, Eldon 相框, 优质, 298.74, 9.0, 0.0, 26.459999999999997
2052.0, CN-2018-1900777, 43334.0, 标准级, 林德-12175, 林德伟, 公司, 南平, 福建, 中国, 华东, 家具-椅子-10004390, 家具, 椅子, SAFCO 扶手椅, 每套两件, 2197.8399999999997, 9.0, 0.0, 1016.96
2053.0, CN-2018-1900777, 43334.0, 标准级, 林德-12175, 林德伟, 公司, 南平, 福建, 中国, 华东, 家具-椅子-10003670, 家具, 椅子, Harbour Creations 摇椅, 黑色, 709.0799999999999, 9.0, 0.0, 236.18
2055.0, US-2019-4171126, 43597.0, 标准级, 施良-17155, 施良, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-系固-10000554, 办公用品, 系固件, Stockwell 橡皮筋, 每包 12 个, 123.37599999999999, 10.0, 0.37, -53.70399999999999
2056.0, US-2019-4171126, 43597.0, 标准级, 施良-17155, 施良, 消费者, 沈阳, 辽宁, 中国, 东北, 技术-设备-10003030, 技术, 设备, 松下 电话, 红色, 722.716, 11.0, 0.37, -57.624000000000024
2057.0, US-2019-4171126, 43597.0, 标准级, 施良-17155, 施良, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-装订-10004585, 办公用品, 装订机, Ibico 打孔机, 回收, 206.53600000000003, 10.0, 0.37, -63.504000000000026
2058.0, CN-2018-4054371, 43384.0, 二级, 杨栋-12340, 杨栋, 公司, 朝阳, 辽宁, 中国, 东北, 办公用-装订-10003947, 办公用品, 装订机, Cardinal 孔加固材料, 耐用, 72.304, 10.0, 0.37, -24.416
2059.0, US-2018-4497736, 43221.0, 标准级, 邢盛-20335, 邢盛, 消费者, 荆州, 湖北, 中国, 中南, 技术-配件-10002318, 技术, 配件, 贝尔金 键区, 回收, 811.8399999999999, 13.0, 0.37, -259.55999999999995
2060.0, US-2018-4497736, 43221.0, 标准级, 邢盛-20335, 邢盛, 消费者, 荆州, 湖北, 中国, 中南, 技术-设备-10001705, 技术, 设备, StarTech 电话, 多色, 1077.28, 13.0, 0.37, -348.3200000000001
2061.0, US-2017-3550359, 42989.0, 二级, 朱丽-17335, 朱丽丽, 小型企业, 兰州, 甘肃, 中国, 西北, 办公用-用品-10003797, 办公用品, 用品, Acme 尺子, 蓝色, 127.57600000000001, 10.0, 0.37, -32.98400000000001
2062.0, CN-2018-3904829, 43353.0, 标准级, 李蔓-17995, 李蔓楚, 小型企业, 菏泽, 山东, 中国, 华东, 技术-电话-10002696, 技术, 电话, 思科 充电器, 混合尺寸, 12246.480000000001, 12.0, 0.0, 1220.8
2063.0, US-2018-2844736, 43143.0, 标准级, 巩德-12070, 巩德, 小型企业, 苏家屯, 辽宁, 中国, 东北, 办公用-系固-10001319, 办公用品, 系固件, OIC 夹子, 混合尺寸, 178.648, 11.0, 0.37, -72.49199999999999
2067.0, CN-2018-5007229, 43334.0, 标准级, 任实-20200, 任实, 消费者, 淮南, 安徽, 中国, 华东, 办公用-系固-10000353, 办公用品, 系固件, Stockwell 按钉, 金属, 428.79999999999995, 14.0, 0.0, 181.44
2068.0, CN-2018-5007229, 43334.0, 标准级, 任实-20200, 任实, 消费者, 淮南, 安徽, 中国, 华东, 办公用-收纳-10003199, 办公用品, 收纳具, Fellowes 锁柜, 金属, 1960.3999999999999, 10.0, 0.0, 19.040000000000003
2069.0, CN-2019-5950580, 43507.0, 二级, 陶德-12220, 陶德伟, 消费者, 苏州, 江苏, 中国, 华东, 办公用-纸张-10001321, 办公用品, 纸张, Eaton 笔记本, 每包 12 个, 1180.88, 16.0, 0.0, 11.200000000000001
2070.0, CN-2019-5950580, 43507.0, 二级, 陶德-12220, 陶德伟, 消费者, 苏州, 江苏, 中国, 华东, 办公用-美术-10003381, 办公用品, 美术, Binney & Smith 速写本, 整包, 164.45199999999997, 11.0, 0.8, -463.428
2071.0, CN-2019-3902607, 43667.0, 标准级, 范彩-10615, 范彩, 公司, 天津, 天津, 中国, 华北, 办公用-美术-10001993, 办公用品, 美术, BIC 画布, 整包, 285.86, 9.0, 0.0, 7.42
2072.0, CN-2019-3902607, 43667.0, 标准级, 范彩-10615, 范彩, 公司, 天津, 天津, 中国, 华北, 家具-书架-10004730, 家具, 书架, Sauder 书架, 金属, 2764.56, 12.0, 0.0, 627.76
2073.0, CN-2018-1129627, 43402.0, 标准级, 谭涛-21235, 谭涛, 公司, 上海, 上海, 中国, 华东, 办公用-纸张-10003708, 办公用品, 纸张, Eaton 计划信息表, 每包 12 个, 1072.24, 17.0, 0.0, 51.66
2074.0, CN-2017-5445015, 42941.0, 一级, 黄婷-21085, 黄婷, 消费者, 深圳, 广东, 中国, 中南, 办公用-收纳-10000793, 办公用品, 收纳具, Smead 锁柜, 单宽度, 1886.1999999999998, 10.0, 0.0, 148.12
2075.0, US-2019-3378788, 43621.0, 一级, 佘宁-18730, 佘宁, 消费者, 苏州, 江苏, 中国, 华东, 办公用-装订-10000833, 办公用品, 装订机, Acco 装订机, 耐用, 360.34, 15.0, 0.37, -60.75999999999999
2076.0, US-2019-5822232, 43605.0, 二级, 周柏-18925, 周柏, 小型企业, 成都, 四川, 中国, 西南, 技术-复印-10001365, 技术, 复印机, 夏普 传真复印机, 每套两件, 4282.719999999999, 17.0, 0.37, -991.6200000000006
2077.0, US-2019-5822232, 43605.0, 二级, 周柏-18925, 周柏, 小型企业, 成都, 四川, 中国, 西南, 办公用-装订-10000994, 办公用品, 装订机, Avery 装订机, 耐用, 114.64, 10.0, 0.37, -8.120000000000005
2078.0, US-2019-5822232, 43605.0, 二级, 周柏-18925, 周柏, 小型企业, 成都, 四川, 中国, 西南, 办公用-装订-10002016, 办公用品, 装订机, Acco 装订机盖, 耐用, 158.488, 11.0, 0.37, -54.012
2079.0, US-2019-5822232, 43605.0, 二级, 周柏-18925, 周柏, 小型企业, 成都, 四川, 中国, 西南, 办公用-美术-10001455, 办公用品, 美术, Sanford 速写本, 金属, 208.49599999999995, 12.0, 0.8, -611.1840000000001
2080.0, CN-2016-2766233, 42380.0, 一级, 贺虹-13810, 贺虹, 公司, 天津, 天津, 中国, 华北, 办公用-信封-10002118, 办公用品, 信封, Kraft 局间信封, 红色, 269.48, 9.0, 0.0, 25.900000000000002
2081.0, US-2019-4944475, 43598.0, 二级, 许辉-12565, 许辉, 消费者, 丹东, 辽宁, 中国, 东北, 家具-用具-10001348, 家具, 用具, Advantus 相框, 一包多件, 776.5599999999998, 13.0, 0.37, -297.64
2082.0, CN-2018-4180783, 43409.0, 标准级, 孔关-15610, 孔关茵, 公司, 凤城, 辽宁, 中国, 东北, 技术-电话-10004848, 技术, 电话, 诺基亚 智能手机, 全尺寸, 730.8639999999999, 10.0, 0.37, -232.456
2084.0, CN-2019-4936120, 43751.0, 标准级, 葛欢-14215, 葛欢, 公司, 文登, 山东, 中国, 华东, 家具-用具-10002471, 家具, 用具, Tenex 分层置放架, 黑色, 269.48, 10.0, 0.0, 49.28
2085.0, CN-2018-2275835, 43192.0, 标准级, 常君-15145, 常君, 公司, 郑州, 河南, 中国, 中南, 技术-配件-10001327, 技术, 配件, Enermax 记忆卡, 实惠, 1101.6399999999999, 10.0, 0.0, 298.76
2086.0, CN-2017-1564715, 42826.0, 标准级, 邓达-11785, 邓达侠, 消费者, 长春, 吉林, 中国, 东北, 办公用-系固-10003277, 办公用品, 系固件, Stockwell 图钉, 每包 12 个, 151.32, 10.0, 0.0, 50.4
2087.0, CN-2017-1564715, 42826.0, 标准级, 邓达-11785, 邓达侠, 消费者, 长春, 吉林, 中国, 东北, 技术-设备-10004709, 技术, 设备, 冲电器 喷墨打印机, 耐用, 4433.08, 11.0, 0.0, 703.5
2088.0, CN-2017-1564715, 42826.0, 标准级, 邓达-11785, 邓达侠, 消费者, 长春, 吉林, 中国, 东北, 家具-用具-10004872, 家具, 用具, Advantus 框架, 一包多件, 1071.68, 10.0, 0.0, 456.40000000000003
2089.0, US-2018-4427946, 43425.0, 标准级, 卢谙-18805, 卢谙, 小型企业, 大连, 辽宁, 中国, 东北, 办公用-器具-10001757, 办公用品, 器具, KitchenAid 炉灶, 黑色, 11197.767999999998, 15.0, 0.37, -186.59199999999964
2090.0, US-2018-4427946, 43425.0, 标准级, 卢谙-18805, 卢谙, 小型企业, 大连, 辽宁, 中国, 东北, 技术-复印-10004064, 技术, 复印机, 佳能 传真复印机, 每套两件, 2712.7599999999998, 13.0, 0.37, -1607.3400000000001
2091.0, US-2018-4427946, 43425.0, 标准级, 卢谙-18805, 卢谙, 小型企业, 大连, 辽宁, 中国, 东北, 办公用-信封-10002653, 办公用品, 信封, Jiffy 马尼拉纸信封, 回收, 497.12, 12.0, 0.0, 208.32000000000002
2092.0, US-2018-4427946, 43425.0, 标准级, 卢谙-18805, 卢谙, 小型企业, 大连, 辽宁, 中国, 东北, 办公用-装订-10002223, 办公用品, 装订机, Avery 装订机, 回收, 71.12799999999999, 9.0, 0.37, -24.752
2093.0, CN-2019-3230180, 43642.0, 标准级, 李黎-16375, 李黎明, 小型企业, 许昌, 河南, 中国, 中南, 办公用-纸张-10000328, 办公用品, 纸张, SanDisk 计划信息表, 每包 12 个, 425.44000000000005, 11.0, 0.0, 19.32
2094.0, CN-2019-3230180, 43642.0, 标准级, 李黎-16375, 李黎明, 小型企业, 许昌, 河南, 中国, 中南, 家具-用具-10004193, 家具, 用具, Rubvermaid 分层置放架, 耐用, 240.92, 10.0, 0.0, 91.0
2095.0, CN-2019-3230180, 43642.0, 标准级, 李黎-16375, 李黎明, 小型企业, 许昌, 河南, 中国, 中南, 办公用-装订-10002223, 办公用品, 装订机, Avery 装订机, 回收, 157.76, 10.0, 0.0, 0.0
2096.0, CN-2016-1597520, 42591.0, 一级, 肖良-17125, 肖良, 消费者, 深圳, 广东, 中国, 中南, 办公用-纸张-10004837, 办公用品, 纸张, SanDisk 笔记本, 优质, 451.48, 11.0, 0.0, 62.58
2097.0, CN-2016-1597520, 42591.0, 一级, 肖良-17125, 肖良, 消费者, 深圳, 广东, 中国, 中南, 办公用-收纳-10000319, 办公用品, 收纳具, Rogers 锁柜, 单宽度, 3984.7999999999997, 12.0, 0.0, 869.12
2098.0, CN-2018-4957098, 43247.0, 标准级, 余德-12100, 余德, 小型企业, 南昌, 江西, 中国, 华东, 办公用-收纳-10003626, 办公用品, 收纳具, Eldon 文件车, 工业, 2430.2400000000002, 12.0, 0.0, 263.2
2099.0, CN-2016-5278891, 42509.0, 标准级, 邢立-16645, 邢立荣, 消费者, 济南, 山东, 中国, 华东, 办公用-装订-10003861, 办公用品, 装订机, Avery 打孔机, 实惠, 294.12, 10.0, 0.0, 12.88
2100.0, CN-2016-5278891, 42509.0, 标准级, 邢立-16645, 邢立荣, 消费者, 济南, 山东, 中国, 华东, 办公用-装订-10002836, 办公用品, 装订机, Avery 订书机, 回收, 722.8000000000001, 11.0, 0.0, 61.739999999999995
2101.0, CN-2016-4292548, 42634.0, 二级, 黄康-15355, 黄康, 消费者, 南昌, 江西, 中国, 华东, 办公用-信封-10000562, 办公用品, 信封, Kraft 搭扣信封, 银色, 140.39999999999998, 10.0, 0.0, 48.72
2102.0, CN-2019-5022660, 43624.0, 标准级, 孟刚-13180, 孟刚, 公司, 安庆, 安徽, 中国, 华东, 办公用-信封-10004354, 办公用品, 信封, Ames 外皮和封条, 每套 50 个, 382.88, 12.0, 0.0, 52.080000000000005
2103.0, CN-2019-5022660, 43624.0, 标准级, 孟刚-13180, 孟刚, 公司, 安庆, 安徽, 中国, 华东, 技术-配件-10004519, 技术, 配件, 罗技 鼠标, 实惠, 853.8400000000001, 14.0, 0.0, 237.72000000000003
2104.0, CN-2019-5022660, 43624.0, 标准级, 孟刚-13180, 孟刚, 公司, 安庆, 安徽, 中国, 华东, 家具-椅子-10000671, 家具, 椅子, Hon 折叠椅, 黑色, 771.24, 10.0, 0.0, 36.68
2105.0, CN-2018-3245528, 43299.0, 标准级, 武廷-21310, 武廷, 消费者, 平顶山, 河南, 中国, 中南, 办公用-系固-10002340, 办公用品, 系固件, OIC 按钉, 每包 12 个, 301.68, 12.0, 0.0, 5.04
2106.0, CN-2018-3245528, 43299.0, 标准级, 武廷-21310, 武廷, 消费者, 平顶山, 河南, 中国, 中南, 技术-配件-10004519, 技术, 配件, 罗技 鼠标, 实惠, 443.9200000000001, 11.0, 0.0, 118.86000000000001
2107.0, US-2019-2162302, 43628.0, 二级, 巩虢-13495, 巩虢, 公司, 潼川, 四川, 中国, 西南, 家具-桌子-10002829, 家具, 桌子, Chromcraft 会议桌, 长方形, 3282.896, 10.0, 0.6, -1462.1040000000003
2108.0, US-2019-2162302, 43628.0, 二级, 巩虢-13495, 巩虢, 公司, 潼川, 四川, 中国, 西南, 办公用-系固-10001262, 办公用品, 系固件, Stockwell 回形针, 每包 12 个, 145.888, 11.0, 0.37, -24.61200000000001
2109.0, US-2019-2162302, 43628.0, 二级, 巩虢-13495, 巩虢, 公司, 潼川, 四川, 中国, 西南, 办公用-纸张-10002647, 办公用品, 纸张, SanDisk 羊皮纸, 多色, 456.79999999999995, 13.0, 0.0, 46.2
2110.0, CN-2016-4940133, 42712.0, 二级, 殷珑-17905, 殷珑, 公司, 乐城, 广东, 中国, 中南, 办公用-器具-10002796, 办公用品, 器具, Hamilton Beach 烤面包机, 银色, 305.88, 9.0, 0.0, 43.4
2111.0, CN-2017-4461870, 43027.0, 标准级, 王立-16585, 王立勤, 公司, 枣庄, 山东, 中国, 华东, 技术-设备-10003833, 技术, 设备, 柯尼卡 卡片打印机, 耐用, 2488.0600000000004, 11.0, 0.0, 147.0
2112.0, CN-2017-2957814, 42806.0, 一级, 陶丽-17665, 陶丽雪, 公司, 内江, 四川, 中国, 西南, 办公用-收纳-10000932, 办公用品, 收纳具, Rogers 文件夹, 蓝色, 1179.7599999999998, 16.0, 0.0, 549.9200000000001
2113.0, CN-2017-2957814, 42806.0, 一级, 陶丽-17665, 陶丽雪, 公司, 内江, 四川, 中国, 西南, 办公用-用品-10000347, 办公用品, 用品, Stiletto 尺子, 锯齿状, 228.54399999999998, 14.0, 0.37, -81.816
2114.0, CN-2017-2571041, 42794.0, 标准级, 周诚-11290, 周诚, 消费者, 上海, 上海, 中国, 华东, 办公用-信封-10002118, 办公用品, 信封, Kraft 局间信封, 红色, 504.96000000000004, 10.0, 0.0, 51.800000000000004
2115.0, CN-2016-4163182, 42704.0, 二级, 潘荷-13735, 潘荷, 小型企业, 宁海, 山东, 中国, 华东, 办公用-器具-10001263, 办公用品, 器具, Breville 冰箱, 红色, 7304.62, 11.0, 0.0, 2617.02
2116.0, CN-2016-4163182, 42704.0, 二级, 潘荷-13735, 潘荷, 小型企业, 宁海, 山东, 中国, 华东, 办公用-装订-10000416, 办公用品, 装订机, Acco 订书机, 耐用, 1261.1000000000001, 13.0, 0.0, 331.1
2117.0, CN-2017-1640388, 42899.0, 标准级, 许凤-12835, 许凤, 公司, 邯郸, 河北, 中国, 华北, 家具-椅子-10003780, 家具, 椅子, Harbour Creations 扶手椅, 红色, 6664.539999999999, 11.0, 0.0, 2917.3199999999997
2118.0, CN-2017-1640388, 42899.0, 标准级, 许凤-12835, 许凤, 公司, 邯郸, 河北, 中国, 华北, 办公用-装订-10003973, 办公用品, 装订机, Ibico 装订机, 实惠, 467.43999999999994, 14.0, 0.0, 125.16
2119.0, CN-2017-2386979, 43076.0, 标准级, 严盛-20410, 严盛, 消费者, 昭通, 云南, 中国, 西南, 家具-用具-10003581, 家具, 用具, Deflect-O 门挡, 一包多件, 1266.28, 14.0, 0.0, 320.04
2120.0, CN-2017-2386979, 43076.0, 标准级, 严盛-20410, 严盛, 消费者, 昭通, 云南, 中国, 西南, 家具-椅子-10002343, 家具, 椅子, Office Star 沙滩椅, 红色, 810.1600000000001, 11.0, 0.0, 194.04000000000002
2121.0, CN-2017-2386979, 43076.0, 标准级, 严盛-20410, 严盛, 消费者, 昭通, 云南, 中国, 西南, 家具-桌子-10004946, 家具, 桌子, Barricks 木桌, 长方形, 5796.4, 12.0, 0.37, 192.07999999999993
2122.0, CN-2017-2386979, 43076.0, 标准级, 严盛-20410, 严盛, 消费者, 昭通, 云南, 中国, 西南, 办公用-装订-10001898, 办公用品, 装订机, Wilson Jones 孔加固材料, 透明, 164.34, 15.0, 0.0, 51.94
2123.0, CN-2017-1785047, 42858.0, 标准级, 麦虢-13525, 麦虢, 公司, 长治, 山西, 中国, 华北, 家具-用具-10002926, 家具, 用具, Deflect-O 分层置放架, 一包多件, 507.19999999999993, 12.0, 0.0, 155.67999999999998
2124.0, CN-2017-1785047, 42858.0, 标准级, 麦虢-13525, 麦虢, 公司, 长治, 山西, 中国, 华北, 家具-椅子-10001064, 家具, 椅子, Harbour Creations 折叠椅, 每套两件, 1435.96, 11.0, 0.0, 84.0
2125.0, CN-2017-1785047, 42858.0, 标准级, 麦虢-13525, 麦虢, 公司, 长治, 山西, 中国, 华北, 家具-桌子-10002191, 家具, 桌子, Hon 木桌, 长方形, 9289.75, 13.0, 0.25, 2714.95
