行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润,
1623, US-2017-3670764,42904,42910, 标准级, 邵彩-10720, 邵彩, 小型企业, 扬州, 江苏, 中国, 华东, 办公用-信封-10001476, 办公用品, 信封, Kraft 外皮和封条, 红色,706.84,14,0,168
1624, US-2017-3670764,42904,42910, 标准级, 邵彩-10720, 邵彩, 小型企业, 扬州, 江苏, 中国, 华东, 技术-电话-10000920, 技术, 电话, 三星 智能手机, 蓝色,724.144,10,0.37,-46.256
1625, US-2017-3670764,42904,42910, 标准级, 邵彩-10720, 邵彩, 小型企业, 扬州, 江苏, 中国, 华东, 办公用-装订-10004829, 办公用品, 装订机, Avery 孔加固材料, 透明,55.672,10,0.37,-6.048
1626, US-2017-3670764,42904,42910, 标准级, 邵彩-10720, 邵彩, 小型企业, 扬州, 江苏, 中国, 华东, 家具-椅子-10002246, 家具, 椅子, Novimex 沙滩椅, 每套两件,1248.892,17,0.37,-61.488
1627, US-2017-3670764,42904,42910, 标准级, 邵彩-10720, 邵彩, 小型企业, 扬州, 江苏, 中国, 华东, 技术-电话-10001992, 技术, 电话, 三星 充电器, 全尺寸,8958.16,13,0.37,-2975.14
1628, US-2017-3670764,42904,42910, 标准级, 邵彩-10720, 邵彩, 小型企业, 扬州, 江苏, 中国, 华东, 家具-用具-10000812, 家具, 用具, Advantus 分层置放架, 耐用,427.12,14,0.37,-59.64
1629, CN-2017-4214287,42975,42980, 标准级, 卢壁-10450, 卢壁, 消费者, 池州, 安徽, 中国, 华东, 家具-椅子-10000989, 家具, 椅子, Office Star 摇椅, 每套两件,5378.64,16,0,160.16
1630, CN-2019-5468349,43612,43616, 标准级, 马晨-11185, 马晨, 公司, 济南, 山东, 中国, 华东, 技术-配件-10004919, 技术, 配件, Enermax 路由器, 可编程,3671.62,11,0,1091.16
1631, CN-2019-5468349,43612,43616, 标准级, 马晨-11185, 马晨, 公司, 济南, 山东, 中国, 华东, 家具-书架-10001540, 家具, 书架, Dania 古典书架, 白色,3891.28,10,0,848.4
1632, CN-2016-2098822,42588,42592, 二级, 林青-19600, 林青, 消费者, 南宁, 广西, 中国, 中南, 家具-椅子-10004006, 家具, 椅子, Novimex 扶手椅, 黑色,15339.472,16,0.1,4930.912
1633, CN-2016-2098822,42588,42592, 二级, 林青-19600, 林青, 消费者, 南宁, 广西, 中国, 中南, 技术-配件-10000619, 技术, 配件, 贝尔金 闪存驱动器, 耐用,1214.2,14,0,365.4
1634, CN-2016-2098822,42588,42592, 二级, 林青-19600, 林青, 消费者, 南宁, 广西, 中国, 中南, 办公用-标签-10001875, 办公用品, 标签, Avery 文件夹标签, 可调,263.32,15,0,114.66
1635, CN-2017-3405401,42838,42842, 标准级, 罗琼-19615, 罗琼, 消费者, 太原, 山西, 中国, 华北, 办公用-装订-10004028, 办公用品, 装订机, Wilson Jones 打孔机, 实惠,556.48,12,0,41.44
1636, CN-2019-1399108,43725,43729, 标准级, 刘明-18295, 刘明, 公司, 上海, 上海, 中国, 华东, 办公用-美术-10002566, 办公用品, 美术, Stanley 荧光笔, 混合尺寸,117.44,9,0,9.94
1637, US-2016-5648514,42414,42418, 标准级, 邓立-16900, 邓立, 消费者, 广元, 四川, 中国, 西南, 办公用-系固-10003118, 办公用品, 系固件, Stockwell 夹子, 混合尺寸,174.112,11,0.37,-23.688
1638, US-2016-5648514,42414,42418, 标准级, 邓立-16900, 邓立, 消费者, 广元, 四川, 中国, 西南, 办公用-信封-10000686, 办公用品, 信封, GlobeWeis 局间信封, 每套 50 个,2711.92,20,0,1097.04
1639, CN-2017-2098822,42990,42995, 标准级, 周康-15340, 周康, 消费者, 南昌, 江西, 中国, 华东, 办公用-信封-10002784, 办公用品, 信封, Kraft 搭扣信封, 红色,151.04,10,0,50.12
1640, CN-2018-5113626,43163,43169, 标准级, 陶武-21880, 陶武, 公司, 北京, 北京, 中国, 华北, 技术-配件-10002107, 技术, 配件, 贝尔金 闪存驱动器, 实惠,425.44,10,0,50.68
1641, CN-2018-5113626,43163,43169, 标准级, 陶武-21880, 陶武, 公司, 北京, 北京, 中国, 华北, 办公用-美术-10000757, 办公用品, 美术, Boston 记号笔, 混合尺寸,309.8,10,0,82.6
1642, CN-2018-5113626,43163,43169, 标准级, 陶武-21880, 陶武, 公司, 北京, 北京, 中国, 华北, 办公用-信封-10000222, 办公用品, 信封, Ames 商业信封, 回收,473.04,15,0,25.48
1643, US-2018-2841000,43152,43157, 标准级, 李谙-18775, 李谙, 小型企业, 内江, 四川, 中国, 西南, 家具-椅子-10000519, 家具, 椅子, SAFCO 扶手椅, 黑色,3889.6,11,0.37,-835.38
1645, US-2019-3405401,43764,43769, 标准级, 丁娇-14695, 丁娇, 公司, 无锡, 江苏, 中国, 华东, 办公用-装订-10003400, 办公用品, 装订机, Acco 打孔机, 耐用,830.824,17,0.37,-319.536
1646, CN-2017-1090625,42897,42901, 标准级, 任杰-14755, 任杰, 消费者, 济南, 山东, 中国, 华东, 办公用-装订-10003441, 办公用品, 装订机, Avery 标签, 耐用,253.24,14,0,41.16
1647, CN-2017-3342061,42753,42757, 标准级, 蒋冬-12370, 蒋冬露, 消费者, 沧州, 河北, 中国, 华北, 办公用-装订-10003513, 办公用品, 装订机, Acco 标签, 耐用,222.16,12,0,48.72
1648, CN-2017-1646975,42834,42837, 一级, 巩辉-12595, 巩辉, 消费者, 百色, 广西, 中国, 中南, 办公用-器具-10000857, 办公用品, 器具, Cuisinart 冰箱, 黑色,6971.14,11,0,138.6
1649, CN-2017-1646975,42834,42837, 一级, 巩辉-12595, 巩辉, 消费者, 百色, 广西, 中国, 中南, 办公用-美术-10002494, 办公用品, 美术, BIC 铅笔刀, 蓝色,683.824,14,0.2,121.464
1650, CN-2016-4641447,42643,42647, 标准级, 俞荷-13780, 俞荷, 消费者, 西安, 陕西, 中国, 西北, 技术-设备-10001705, 技术, 设备, StarTech 电话, 多色,1077.28,11,0,208.32
1651, CN-2016-4641447,42643,42647, 标准级, 俞荷-13780, 俞荷, 消费者, 西安, 陕西, 中国, 西北, 家具-用具-10003114, 家具, 用具, Advantus 闹钟, 一包多件,514.2,10,0,168
1652, CN-2017-4240650,43079,43081, 一级, 孟虢-13540, 孟虢, 消费者, 塘沽, 天津, 中国, 华北, 办公用-美术-10003822, 办公用品, 美术, BIC 钢笔, 蓝色,233.92,11,0,89.88
1653, CN-2017-4240650,43079,43081, 一级, 孟虢-13540, 孟虢, 消费者, 塘沽, 天津, 中国, 华北, 家具-椅子-10002550, 家具, 椅子, Office Star 沙滩椅, 黑色,1270.9,13,0,556.5
1654, CN-2018-2877606,43319,43324, 标准级, 洪华-14080, 洪华, 公司, 上梅, 湖南, 中国, 中南, 技术-设备-10003561, 技术, 设备, 松下 收据打印机, 白色,590.78,9,0,5.46
1655, CN-2018-2877606,43319,43324, 标准级, 洪华-14080, 洪华, 公司, 上梅, 湖南, 中国, 中南, 办公用-装订-10000127, 办公用品, 装订机, Acco 标签, 透明,146.56,11,0,52.5
1656, CN-2018-2877606,43319,43324, 标准级, 洪华-14080, 洪华, 公司, 上梅, 湖南, 中国, 中南, 办公用-收纳-10003040, 办公用品, 收纳具, Tenex 锁柜, 工业,2898.82,11,0,658.56
1657, US-2017-3566090,43032,43037, 标准级, 潘健-14575, 潘健, 消费者, 温州, 浙江, 中国, 华东, 办公用-美术-10002569, 办公用品, 美术, Stanley 画布, 金属,128.696,10,0.8,-179.984
1658, US-2017-3566090,43032,43037, 标准级, 潘健-14575, 潘健, 消费者, 温州, 浙江, 中国, 华东, 技术-设备-10004791, 技术, 设备, StarTech 卡片打印机, 红色,3182.74,15,0.37,-1049.58
1659, US-2017-3566090,43032,43037, 标准级, 潘健-14575, 潘健, 消费者, 温州, 浙江, 中国, 华东, 办公用-用品-10003797, 办公用品, 用品, Acme 尺子, 蓝色,408.304,16,0.37,-131.936
1660, CN-2019-5486414,43741,43745, 标准级, 苏晒-19825, 苏晒明, 消费者, 洛阳, 福建, 中国, 华东, 办公用-信封-10004134, 办公用品, 信封, Ames 搭扣信封, 红色,184.36,11,0,39.06
1661, CN-2016-3560054,42480,42484, 标准级, 何安-10135, 何安, 小型企业, 沈阳, 辽宁, 中国, 东北, 办公用-纸张-10002327, 办公用品, 纸张, Enermax 信纸, 每包 12 个,1229.6,13,0,250.6
1662, CN-2016-3560054,42480,42484, 标准级, 何安-10135, 何安, 小型企业, 沈阳, 辽宁, 中国, 东北, 家具-用具-10000952, 家具, 用具, Eldon 门挡, 黑色,455.344,11,0.37,-77.616
1663, CN-2016-3560054,42480,42484, 标准级, 何安-10135, 何安, 小型企业, 沈阳, 辽宁, 中国, 东北, 家具-用具-10001454, 家具, 用具, Tenex 分层置放架, 一包多件,388.06,13,0.37,-165.34
1664, CN-2016-3560054,42480,42484, 标准级, 何安-10135, 何安, 小型企业, 沈阳, 辽宁, 中国, 东北, 办公用-收纳-10003383, 办公用品, 收纳具, Eldon 盘, 蓝色,1153.3,13,0,88.9
1665, CN-2018-3266914,43258,43264, 标准级, 严诚-11395, 严诚, 公司, 沈阳, 辽宁, 中国, 东北, 技术-配件-10003355, 技术, 配件, Enermax 闪存驱动器, 耐用,501.376,12,0.37,-155.904
1666, US-2019-3690158,43502,43506, 二级, 冯青-19570, 冯青, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-器具-10004675, 办公用品, 器具, Hoover 炉灶, 白色,3207.016,10,0.37,-2115.344
1667, CN-2019-4141331,43754,43760, 标准级, 林康-15400, 林康, 公司, 文登, 山东, 中国, 华东, 办公用-收纳-10001942, 办公用品, 收纳具, Fellowes 文件车, 金属,3852.64,14,0,1756.44
1668, CN-2019-4141331,43754,43760, 标准级, 林康-15400, 林康, 公司, 文登, 山东, 中国, 华东, 家具-用具-10003847, 家具, 用具, Deflect-O 框架, 黑色,2601.6,13,0,590.1
1669, CN-2019-4141331,43754,43760, 标准级, 林康-15400, 林康, 公司, 文登, 山东, 中国, 华东, 家具-用具-10002675, 家具, 用具, Eldon 相框, 耐用,291.32,9,0,46.2
1671, US-2019-5320363,43739,43741, 二级, 田江-14635, 田江丽, 公司, 鞍山, 辽宁, 中国, 东北, 办公用-装订-10000333, 办公用品, 装订机, Cardinal 订书机, 回收,455.092,11,0.37,-105.588
1672, US-2017-4764837,43017,43022, 标准级, 陈磊-15970, 陈磊, 消费者, 兰州, 甘肃, 中国, 西北, 技术-配件-10003567, 技术, 配件, 罗技 鼠标, 回收,261.556,11,0.37,-26.964
1673, US-2017-4764837,43017,43022, 标准级, 陈磊-15970, 陈磊, 消费者, 兰州, 甘肃, 中国, 西北, 技术-电话-10002929, 技术, 电话, 三星 耳机, 蓝色,238.96,9,0.37,-102.48
1674, US-2017-3291123,42927,42930, 二级, 龙婷-21115, 龙婷, 公司, 营口, 辽宁, 中国, 东北, 技术-配件-10004986, 技术, 配件, 贝尔金 路由器, 回收,752.368,9,0.37,-35.952
1675, US-2017-3291123,42927,42930, 二级, 龙婷-21115, 龙婷, 公司, 营口, 辽宁, 中国, 东北, 办公用-美术-10000664, 办公用品, 美术, Boston 荧光笔, 混合尺寸,75.16,10,0.8,-140
1676, US-2018-4644475,43359,43363, 标准级, 钟虹-13795, 钟虹, 小型企业, 珠海, 广东, 中国, 中南, 家具-椅子-10002861, 家具, 椅子, Hon 沙滩椅, 黑色,572.272,11,0.1,-48.048
1681, CN-2018-1177754,43276,43281, 标准级, 田武-21895, 田武, 公司, 廉江, 广东, 中国, 中南, 技术-复印-10001365, 技术, 复印机, 夏普 传真复印机, 每套两件,2394.4,11,0,613.62
1682, CN-2018-1177754,43276,43281, 标准级, 田武-21895, 田武, 公司, 廉江, 广东, 中国, 中南, 办公用-标签-10004066, 办公用品, 标签, Avery 可去除的标签, 红色,181.84,11,0,44.1
1683, CN-2019-3545086,43724,43726, 一级, 冯青-19570, 冯青, 消费者, 龙口, 山东, 中国, 华东, 办公用-系固-10001972, 办公用品, 系固件, OIC 按钉, 金属,174.28,10,0,39.2
1685, US-2019-2631326,43661,43666, 标准级, 马盛-20365, 马盛, 消费者, 集宁, 内蒙古, 中国, 华北, 技术-电话-10002696, 技术, 电话, 思科 充电器, 混合尺寸,5529.616,11,0.37,-2748.144
1686, CN-2019-5247158,43586,43588, 二级, 巩嫒-10045, 巩嫒, 公司, 广州, 广东, 中国, 中南, 办公用-标签-10000895, 办公用品, 标签, Harbour Creations 有色标签, 可调,235.6,12,0,30.24
1687, CN-2019-5247158,43586,43588, 二级, 巩嫒-10045, 巩嫒, 公司, 广州, 广东, 中国, 中南, 办公用-收纳-10000375, 办公用品, 收纳具, Smead 搁板, 单宽度,490.96,10,0,136.92
1688, CN-2019-5247158,43586,43588, 二级, 巩嫒-10045, 巩嫒, 公司, 广州, 广东, 中国, 中南, 办公用-信封-10000814, 办公用品, 信封, Cameo 商业信封, 红色,416.48,12,0,164.08
1689, US-2018-1344410,43345,43349, 标准级, 贺婵-10915, 贺婵, 消费者, 泰州, 江苏, 中国, 华东, 办公用-美术-10001414, 办公用品, 美术, Binney & Smith 记号笔, 蓝色,213.872,16,0.8,-620.928
1690, CN-2019-1340062,43624,43628, 二级, 俞毅-12520, 俞毅, 消费者, 怀化, 湖南, 中国, 中南, 家具-用具-10001106, 家具, 用具, Advantus 门挡, 优质,645.1,11,0,79.38
1691, CN-2019-1118715,43668,43674, 标准级, 杨晨-11215, 杨晨, 小型企业, 安阳, 河南, 中国, 中南, 技术-设备-10002270, 技术, 设备, 爱普生 喷墨打印机, 红色,12859.54,17,0,4745.16
1692, CN-2019-1118715,43668,43674, 标准级, 杨晨-11215, 杨晨, 小型企业, 安阳, 河南, 中国, 中南, 办公用-系固-10003379, 办公用品, 系固件, Advantus 夹子, 混合尺寸,268.36,11,0,25.62
1693, CN-2019-1118715,43668,43674, 标准级, 杨晨-11215, 杨晨, 小型企业, 安阳, 河南, 中国, 中南, 办公用-系固-10000296, 办公用品, 系固件, Stockwell 按钉, 每包 12 个,420.4,14,0,184.8
1694, CN-2019-1118715,43668,43674, 标准级, 杨晨-11215, 杨晨, 小型企业, 安阳, 河南, 中国, 中南, 办公用-装订-10003947, 办公用品, 装订机, Cardinal 孔加固材料, 耐用,161.68,12,0,2.24
1695, CN-2019-1118715,43668,43674, 标准级, 杨晨-11215, 杨晨, 小型企业, 安阳, 河南, 中国, 中南, 技术-配件-10002665, 技术, 配件, SanDisk 记忆卡, 回收,548.36,9,0,241.64
1696, CN-2019-1166865,43590,43594, 二级, 熊晨-11155, 熊晨, 消费者, 开封, 河南, 中国, 中南, 办公用-系固-10000678, 办公用品, 系固件, Accos 按钉, 金属,170.64,10,0,47.6
1698, CN-2017-2130965,42755,42761, 标准级, 邱博-10495, 邱博, 公司, 吴川, 广东, 中国, 中南, 技术-设备-10003256, 技术, 设备, 柯尼卡 电话, 多色,436.22,9,0,72.38
1699, CN-2019-1830721,43726,43732, 标准级, 肖壁-10435, 肖壁, 小型企业, 南昌, 江西, 中国, 华东, 家具-椅子-10003910, 家具, 椅子, SAFCO 凳子, 可调,1624.68,10,0,413.56
1700, CN-2019-1830721,43726,43732, 标准级, 肖壁-10435, 肖壁, 小型企业, 南昌, 江西, 中国, 华东, 办公用-美术-10002057, 办公用品, 美术, Binney & Smith 画布, 整包,1238.7,13,0,240.8
1701, US-2019-3455141,43763,43764, 一级, 黄岱-11860, 黄岱, 消费者, 辉南, 吉林, 中国, 东北, 家具-椅子-10000128, 家具, 椅子, Novimex 沙滩椅, 可调,1164.5,13,0,22.4
1702, CN-2019-1246652,43723,43730, 标准级, 廖珊-19870, 廖珊, 小型企业, 来宾, 广西, 中国, 中南, 办公用-标签-10001292, 办公用品, 标签, Smead 文件夹标签, 白色,199.76,12,0,17.92
1703, CN-2019-1246652,43723,43730, 标准级, 廖珊-19870, 廖珊, 小型企业, 来宾, 广西, 中国, 中南, 技术-电话-10000751, 技术, 电话, 三星 信号增强器, 混合尺寸,1986.16,11,0,331.8
1704, US-2019-4752200,43468,43470, 一级, 麦虢-13510, 麦虢, 公司, 钟祥, 湖北, 中国, 中南, 办公用-用品-10002305, 办公用品, 用品, Elite 美工刀, 蓝色,620.152,14,0.37,-274.008
1705, US-2019-4752200,43468,43470, 一级, 麦虢-13510, 麦虢, 公司, 钟祥, 湖北, 中国, 中南, 办公用-系固-10000647, 办公用品, 系固件, OIC 订书钉, 金属,66.088,9,0.37,-17.752
1706, CN-2018-5844177,43345,43350, 二级, 刘立-16810, 刘立, 消费者, 三明, 福建, 中国, 华东, 办公用-收纳-10001011, 办公用品, 收纳具, Fellowes 文件夹, 金属,390.58,11,0,24.78
1707, CN-2018-5844177,43345,43350, 二级, 刘立-16810, 刘立, 消费者, 三明, 福建, 中国, 华东, 办公用-信封-10004310, 办公用品, 信封, Jiffy 马尼拉纸信封, 红色,999.3,15,0,356.72
1708, CN-2018-5844177,43345,43350, 二级, 刘立-16810, 刘立, 消费者, 三明, 福建, 中国, 华东, 办公用-纸张-10001146, 办公用品, 纸张, 施乐 羊皮纸, 多色,170.92,10,0,8.12
1709, CN-2019-4795502,43470,43472, 一级, 刘明-18295, 刘明, 公司, 惠州, 广东, 中国, 中南, 办公用-标签-10004408, 办公用品, 标签, Smead 文件夹标签, 红色,399.4,17,0,42.84
1710, CN-2019-4795502,43470,43472, 一级, 刘明-18295, 刘明, 公司, 惠州, 广东, 中国, 中南, 办公用-系固-10000833, 办公用品, 系固件, Accos 橡皮筋, 每包 12 个,184.36,10,0,23.8
1711, CN-2019-3562924,43648,43651, 一级, 范雯-21685, 范雯, 小型企业, 武汉, 湖北, 中国, 中南, 技术-设备-10002736, 技术, 设备, StarTech 卡片打印机, 耐用,950.272,10,0.37,91.392
1712, CN-2019-5552260,43593,43598, 标准级, 施菊-15040, 施菊, 消费者, 平顶山, 河南, 中国, 中南, 技术-设备-10002958, 技术, 设备, 柯尼卡 喷墨打印机, 耐用,19056.64,21,0,9129.12
1714, CN-2017-4448319,42886,42891, 标准级, 殷崆-15565, 殷崆, 消费者, 涟源, 湖南, 中国, 中南, 办公用-器具-10001448, 办公用品, 器具, Hamilton Beach 冰箱, 银色,9383.76,12,0,934.64
1715, CN-2017-4448319,42886,42891, 标准级, 殷崆-15565, 殷崆, 消费者, 涟源, 湖南, 中国, 中南, 办公用-信封-10003334, 办公用品, 信封, Cameo 马尼拉纸信封, 红色,176.52,9,0,12.74
1716, CN-2017-4448319,42886,42891, 标准级, 殷崆-15565, 殷崆, 消费者, 涟源, 湖南, 中国, 中南, 技术-复印-10000795, 技术, 复印机, 夏普 无线传真机, 数字化,3352.56,10,0,1227.8
1717, US-2019-2204927,43592,43596, 标准级, 邱升-20080, 邱升, 消费者, 武汉, 湖北, 中国, 中南, 家具-椅子-10002013, 家具, 椅子, Harbour Creations 凳子, 红色,1547.008,11,0.37,-504.672
1718, US-2019-2204927,43592,43596, 标准级, 邱升-20080, 邱升, 消费者, 武汉, 湖北, 中国, 中南, 家具-椅子-10002532, 家具, 椅子, Hon 椅垫, 可调,358.912,10,0.37,54.152
1719, CN-2019-3097655,43745,43748, 二级, 朱丽-17335, 朱丽丽, 小型企业, 哈尔滨, 黑龙江, 中国, 东北, 办公用-美术-10001717, 办公用品, 美术, Boston 钢笔, 混合尺寸,163.92,10,0.2,17.64
1720, CN-2018-1399832,43381,43385, 标准级, 贾嫒-10030, 贾嫒, 公司, 集宁, 内蒙古, 中国, 华北, 家具-用具-10004382, 家具, 用具, Eldon 相框, 一包多件,522.628,11,0.37,7.728
1721, CN-2018-1399832,43381,43385, 标准级, 贾嫒-10030, 贾嫒, 公司, 集宁, 内蒙古, 中国, 华北, 家具-椅子-10002246, 家具, 椅子, Novimex 沙滩椅, 每套两件,708.94,13,0.37,-34.16
1722, CN-2019-3279950,43530,43537, 标准级, 郝升-20095, 郝升, 消费者, 汉沽, 天津, 中国, 华北, 办公用-信封-10003153, 办公用品, 信封, Ames 商业信封, 银色,193.04,10,0,31.64
1723, CN-2019-1815663,43613,43617, 标准级, 万冬-12460, 万冬露, 消费者, 锡林浩特, 内蒙古, 中国, 华北, 办公用-收纳-10000938, 办公用品, 收纳具, Rogers 文件夹, 工业,1052.22,15,0,111.72
1724, CN-2018-3569535,43346,43350, 二级, 廖立-16795, 廖立, 小型企业, 沈阳, 辽宁, 中国, 东北, 家具-书架-10003011, 家具, 书架, Sauder 书架, 黑色,1278.628,11,0.37,103.488
1725, CN-2018-2203847,43159,43163, 二级, 田谙-18865, 田谙, 消费者, 辽阳, 辽宁, 中国, 东北, 家具-椅子-10001902, 家具, 椅子, SAFCO 沙滩椅, 黑色,165.628,9,0.37,-79.072
